state,fy_declared,incident_type,occurred
FL,1998,Hurricane,1
FL,1998,Tornado,0
ME,1998,Flood,0
ME,1998,Severe Storm,1
ME,1998,Fire,0
ME,1998,Hurricane,0
ME,1998,Tornado,0
TN,1998,Flood,0
TN,1998,Severe Storm,1
TN,1998,Fire,0
TN,1998,Hurricane,0
TN,1998,Tornado,0
VT,1998,Flood,0
VT,1998,Severe Storm,1
VT,1998,Fire,0
VT,1998,Hurricane,0
VT,1998,Tornado,0
NC,1998,Flood,0
NC,1998,Severe Storm,1
NC,1998,Fire,0
NC,1998,Hurricane,1
NC,1998,Tornado,0
NH,1998,Flood,0
NH,1998,Severe Storm,1
NH,1998,Fire,0
NH,1998,Hurricane,0
NH,1998,Tornado,0
NM,1998,Flood,0
NM,1998,Severe Storm,1
NM,1998,Fire,1
NM,1998,Hurricane,0
NM,1998,Tornado,0
CA,1998,Flood,0
CA,1998,Severe Storm,1
CA,1998,Fire,0
CA,1998,Hurricane,0
CA,1998,Tornado,0
DE,1998,Flood,0
DE,1998,Severe Storm,1
DE,1998,Fire,0
DE,1998,Hurricane,0
DE,1998,Tornado,0
HI,1998,Flood,0
HI,1998,Severe Storm,0
HI,1998,Fire,1
HI,1998,Hurricane,0
HI,1998,Tornado,0
KY,1998,Flood,0
KY,1998,Severe Storm,1
KY,1998,Fire,0
KY,1998,Hurricane,0
KY,1998,Tornado,0
AL,1998,Flood,0
AL,1998,Severe Storm,1
AL,1998,Fire,0
AL,1998,Hurricane,1
AL,1998,Tornado,0
GA,1998,Flood,0
GA,1998,Severe Storm,1
GA,1998,Fire,0
GA,1998,Hurricane,0
GA,1998,Tornado,0
MN,1998,Flood,0
MN,1998,Severe Storm,0
MN,1998,Fire,0
MN,1998,Hurricane,0
MN,1998,Tornado,1
AR,1998,Flood,0
AR,1998,Severe Storm,0
AR,1998,Fire,0
AR,1998,Hurricane,0
AR,1998,Tornado,1
IN,1998,Flood,0
IN,1998,Severe Storm,1
IN,1998,Fire,0
IN,1998,Hurricane,0
IN,1998,Tornado,0
TX,1998,Flood,0
TX,1998,Severe Storm,1
TX,1998,Fire,1
TX,1998,Hurricane,0
TX,1998,Tornado,0
SD,1998,Flood,1
SD,1998,Severe Storm,0
SD,1998,Fire,0
SD,1998,Hurricane,0
SD,1998,Tornado,0
PA,1998,Flood,0
PA,1998,Severe Storm,1
PA,1998,Fire,0
PA,1998,Hurricane,0
PA,1998,Tornado,0
OR,1998,Flood,1
OR,1998,Severe Storm,0
OR,1998,Fire,0
OR,1998,Hurricane,0
OR,1998,Tornado,0
ND,1998,Flood,1
ND,1998,Severe Storm,0
ND,1998,Fire,0
ND,1998,Hurricane,0
ND,1998,Tornado,0
NY,1998,Flood,0
NY,1998,Severe Storm,1
NY,1998,Fire,0
NY,1998,Hurricane,0
NY,1998,Tornado,0
MA,1998,Flood,1
MA,1998,Severe Storm,0
MA,1998,Fire,0
MA,1998,Hurricane,0
MA,1998,Tornado,0
MI,1998,Flood,0
MI,1998,Severe Storm,1
MI,1998,Fire,0
MI,1998,Hurricane,0
MI,1998,Tornado,0
OH,1998,Flood,0
OH,1998,Severe Storm,1
OH,1998,Fire,0
OH,1998,Hurricane,0
OH,1998,Tornado,0
WV,1998,Flood,0
WV,1998,Severe Storm,1
WV,1998,Fire,0
WV,1998,Hurricane,0
WV,1998,Tornado,0
IA,1998,Flood,1
IA,1998,Severe Storm,0
IA,1998,Fire,0
IA,1998,Hurricane,0
IA,1998,Tornado,0
WI,1998,Flood,0
WI,1998,Severe Storm,1
WI,1998,Fire,0
WI,1998,Hurricane,0
WI,1998,Tornado,0
WA,1998,Flood,0
WA,1998,Severe Storm,0
WA,1998,Fire,1
WA,1998,Hurricane,0
WA,1998,Tornado,0
OK,1998,Flood,0
OK,1998,Severe Storm,0
OK,1998,Fire,1
OK,1998,Hurricane,0
OK,1998,Tornado,0
SC,1998,Flood,0
SC,1998,Severe Storm,0
SC,1998,Fire,0
SC,1998,Hurricane,1
SC,1998,Tornado,0
VA,1998,Flood,0
VA,1998,Severe Storm,0
VA,1998,Fire,0
VA,1998,Hurricane,1
VA,1998,Tornado,0
LA,1998,Flood,0
LA,1998,Severe Storm,0
LA,1998,Fire,0
LA,1998,Hurricane,1
LA,1998,Tornado,0
MS,1998,Flood,0
MS,1998,Severe Storm,0
MS,1998,Fire,0
MS,1998,Hurricane,1
MS,1998,Tornado,0
MS,1999,Flood,0
MS,1999,Severe Storm,0
MS,1999,Fire,0
MS,1999,Hurricane,1
MS,1999,Tornado,0
WA,1999,Flood,0
WA,1999,Severe Storm,1
WA,1999,Fire,0
WA,1999,Hurricane,0
WA,1999,Tornado,0
KS,1999,Flood,0
KS,1999,Severe Storm,1
KS,1999,Fire,0
KS,1999,Hurricane,0
KS,1999,Tornado,1
MO,1999,Flood,0
MO,1999,Severe Storm,1
MO,1999,Fire,0
MO,1999,Hurricane,0
MO,1999,Tornado,0
TX,1999,Flood,1
TX,1999,Severe Storm,0
TX,1999,Fire,1
TX,1999,Hurricane,1
TX,1999,Tornado,1
FL,1999,Flood,0
FL,1999,Severe Storm,1
FL,1999,Fire,1
FL,1999,Hurricane,1
FL,1999,Tornado,0
AL,1999,Flood,0
AL,1999,Severe Storm,1
AL,1999,Fire,1
AL,1999,Hurricane,0
AL,1999,Tornado,0
TN,1999,Flood,0
TN,1999,Severe Storm,1
TN,1999,Fire,1
TN,1999,Hurricane,0
TN,1999,Tornado,0
LA,1999,Flood,0
LA,1999,Severe Storm,1
LA,1999,Fire,0
LA,1999,Hurricane,0
LA,1999,Tornado,0
ME,1999,Flood,0
ME,1999,Severe Storm,1
ME,1999,Fire,0
ME,1999,Hurricane,0
ME,1999,Tornado,0
AR,1999,Flood,0
AR,1999,Severe Storm,1
AR,1999,Fire,0
AR,1999,Hurricane,0
AR,1999,Tornado,0
GA,1999,Flood,0
GA,1999,Severe Storm,1
GA,1999,Fire,0
GA,1999,Hurricane,1
GA,1999,Tornado,0
OK,1999,Flood,0
OK,1999,Severe Storm,0
OK,1999,Fire,0
OK,1999,Hurricane,0
OK,1999,Tornado,1
MI,1999,Flood,0
MI,1999,Severe Storm,0
MI,1999,Fire,1
MI,1999,Hurricane,0
MI,1999,Tornado,0
CO,1999,Flood,0
CO,1999,Severe Storm,1
CO,1999,Fire,0
CO,1999,Hurricane,0
CO,1999,Tornado,0
IA,1999,Flood,0
IA,1999,Severe Storm,1
IA,1999,Fire,0
IA,1999,Hurricane,0
IA,1999,Tornado,0
IL,1999,Flood,0
IL,1999,Severe Storm,1
IL,1999,Fire,0
IL,1999,Hurricane,0
IL,1999,Tornado,0
ND,1999,Flood,1
ND,1999,Severe Storm,0
ND,1999,Fire,0
ND,1999,Hurricane,0
ND,1999,Tornado,0
SD,1999,Flood,0
SD,1999,Severe Storm,0
SD,1999,Fire,0
SD,1999,Hurricane,0
SD,1999,Tornado,1
AZ,1999,Flood,0
AZ,1999,Severe Storm,0
AZ,1999,Fire,1
AZ,1999,Hurricane,0
AZ,1999,Tornado,0
NV,1999,Flood,0
NV,1999,Severe Storm,1
NV,1999,Fire,1
NV,1999,Hurricane,0
NV,1999,Tornado,0
MT,1999,Flood,0
MT,1999,Severe Storm,0
MT,1999,Fire,1
MT,1999,Hurricane,0
MT,1999,Tornado,0
MN,1999,Flood,0
MN,1999,Severe Storm,1
MN,1999,Fire,0
MN,1999,Hurricane,0
MN,1999,Tornado,0
NY,1999,Flood,0
NY,1999,Severe Storm,0
NY,1999,Fire,1
NY,1999,Hurricane,1
NY,1999,Tornado,0
UT,1999,Flood,0
UT,1999,Severe Storm,0
UT,1999,Fire,0
UT,1999,Hurricane,0
UT,1999,Tornado,1
WI,1999,Flood,1
WI,1999,Severe Storm,0
WI,1999,Fire,0
WI,1999,Hurricane,0
WI,1999,Tornado,0
NE,1999,Flood,0
NE,1999,Severe Storm,1
NE,1999,Fire,0
NE,1999,Hurricane,0
NE,1999,Tornado,0
NC,1999,Flood,0
NC,1999,Severe Storm,0
NC,1999,Fire,0
NC,1999,Hurricane,1
NC,1999,Tornado,0
CA,1999,Flood,0
CA,1999,Severe Storm,0
CA,1999,Fire,1
CA,1999,Hurricane,0
CA,1999,Tornado,0
PA,1999,Flood,1
PA,1999,Severe Storm,1
PA,1999,Fire,0
PA,1999,Hurricane,1
PA,1999,Tornado,0
VA,1999,Flood,0
VA,1999,Severe Storm,0
VA,1999,Fire,0
VA,1999,Hurricane,1
VA,1999,Tornado,0
SC,1999,Flood,0
SC,1999,Severe Storm,0
SC,1999,Fire,0
SC,1999,Hurricane,1
SC,1999,Tornado,0
NJ,1999,Flood,0
NJ,1999,Severe Storm,0
NJ,1999,Fire,0
NJ,1999,Hurricane,1
NJ,1999,Tornado,0
DE,1999,Flood,0
DE,1999,Severe Storm,0
DE,1999,Fire,0
DE,1999,Hurricane,1
DE,1999,Tornado,0
NM,1999,Flood,0
NM,1999,Severe Storm,1
NM,1999,Fire,0
NM,1999,Hurricane,0
NM,1999,Tornado,0
CT,1999,Flood,0
CT,1999,Severe Storm,0
CT,1999,Fire,0
CT,1999,Hurricane,1
CT,1999,Tornado,0
MD,1999,Flood,0
MD,1999,Severe Storm,0
MD,1999,Fire,0
MD,1999,Hurricane,1
MD,1999,Tornado,0
FL,2000,Flood,0
FL,2000,Severe Storm,0
FL,2000,Fire,1
FL,2000,Hurricane,1
FL,2000,Tornado,0
AZ,2000,Flood,0
AZ,2000,Severe Storm,1
AZ,2000,Fire,0
AZ,2000,Hurricane,0
AZ,2000,Tornado,0
NH,2000,Flood,0
NH,2000,Severe Storm,0
NH,2000,Fire,0
NH,2000,Hurricane,1
NH,2000,Tornado,0
TX,2000,Flood,0
TX,2000,Severe Storm,0
TX,2000,Fire,1
TX,2000,Hurricane,0
TX,2000,Tornado,1
VT,2000,Flood,0
VT,2000,Severe Storm,1
VT,2000,Fire,0
VT,2000,Hurricane,0
VT,2000,Tornado,0
ME,2000,Flood,0
ME,2000,Severe Storm,1
ME,2000,Fire,0
ME,2000,Hurricane,1
ME,2000,Tornado,0
KY,2000,Flood,0
KY,2000,Severe Storm,1
KY,2000,Fire,1
KY,2000,Hurricane,0
KY,2000,Tornado,1
MA,2000,Flood,0
MA,2000,Severe Storm,0
MA,2000,Fire,1
MA,2000,Hurricane,0
MA,2000,Tornado,0
NV,2000,Flood,0
NV,2000,Severe Storm,0
NV,2000,Fire,1
NV,2000,Hurricane,0
NV,2000,Tornado,0
GA,2000,Flood,0
GA,2000,Severe Storm,1
GA,2000,Fire,0
GA,2000,Hurricane,0
GA,2000,Tornado,0
SC,2000,Flood,0
SC,2000,Severe Storm,1
SC,2000,Fire,0
SC,2000,Hurricane,0
SC,2000,Tornado,0
NC,2000,Flood,0
NC,2000,Severe Storm,1
NC,2000,Fire,0
NC,2000,Hurricane,0
NC,2000,Tornado,0
AK,2000,Flood,0
AK,2000,Severe Storm,1
AK,2000,Fire,0
AK,2000,Hurricane,0
AK,2000,Tornado,0
AL,2000,Flood,0
AL,2000,Severe Storm,1
AL,2000,Fire,1
AL,2000,Hurricane,0
AL,2000,Tornado,0
WV,2000,Flood,1
WV,2000,Severe Storm,0
WV,2000,Fire,0
WV,2000,Hurricane,0
WV,2000,Tornado,0
VA,2000,Flood,0
VA,2000,Severe Storm,1
VA,2000,Fire,0
VA,2000,Hurricane,0
VA,2000,Tornado,0
WA,2000,Flood,0
WA,2000,Severe Storm,0
WA,2000,Fire,1
WA,2000,Hurricane,0
WA,2000,Tornado,0
OH,2000,Flood,0
OH,2000,Severe Storm,1
OH,2000,Fire,0
OH,2000,Hurricane,0
OH,2000,Tornado,0
MO,2000,Flood,1
MO,2000,Severe Storm,0
MO,2000,Fire,1
MO,2000,Hurricane,0
MO,2000,Tornado,0
HI,2000,Flood,0
HI,2000,Severe Storm,0
HI,2000,Fire,1
HI,2000,Hurricane,0
HI,2000,Tornado,0
MD,2000,Flood,0
MD,2000,Severe Storm,1
MD,2000,Fire,0
MD,2000,Hurricane,0
MD,2000,Tornado,0
NM,2000,Flood,0
NM,2000,Severe Storm,0
NM,2000,Fire,1
NM,2000,Hurricane,0
NM,2000,Tornado,0
KS,2000,Flood,0
KS,2000,Severe Storm,1
KS,2000,Fire,0
KS,2000,Hurricane,0
KS,2000,Tornado,0
SD,2000,Flood,0
SD,2000,Severe Storm,1
SD,2000,Fire,1
SD,2000,Hurricane,0
SD,2000,Tornado,0
CO,2000,Flood,0
CO,2000,Severe Storm,0
CO,2000,Fire,1
CO,2000,Hurricane,0
CO,2000,Tornado,0
TN,2000,Flood,0
TN,2000,Severe Storm,1
TN,2000,Fire,0
TN,2000,Hurricane,0
TN,2000,Tornado,0
WI,2000,Flood,0
WI,2000,Severe Storm,1
WI,2000,Fire,0
WI,2000,Hurricane,0
WI,2000,Tornado,0
ND,2000,Flood,0
ND,2000,Severe Storm,1
ND,2000,Fire,0
ND,2000,Hurricane,0
ND,2000,Tornado,0
MN,2000,Flood,0
MN,2000,Severe Storm,1
MN,2000,Fire,0
MN,2000,Hurricane,0
MN,2000,Tornado,0
NY,2000,Flood,0
NY,2000,Severe Storm,1
NY,2000,Fire,0
NY,2000,Hurricane,0
NY,2000,Tornado,0
MT,2000,Flood,0
MT,2000,Severe Storm,0
MT,2000,Fire,1
MT,2000,Hurricane,0
MT,2000,Tornado,0
WY,2000,Flood,0
WY,2000,Severe Storm,0
WY,2000,Fire,1
WY,2000,Hurricane,0
WY,2000,Tornado,0
NJ,2000,Flood,0
NJ,2000,Severe Storm,1
NJ,2000,Fire,0
NJ,2000,Hurricane,0
NJ,2000,Tornado,0
ID,2000,Flood,0
ID,2000,Severe Storm,0
ID,2000,Fire,1
ID,2000,Hurricane,0
ID,2000,Tornado,0
LA,2000,Flood,0
LA,2000,Severe Storm,0
LA,2000,Fire,1
LA,2000,Hurricane,0
LA,2000,Tornado,0
OK,2000,Flood,0
OK,2000,Severe Storm,0
OK,2000,Fire,1
OK,2000,Hurricane,0
OK,2000,Tornado,0
TX,2001,Flood,0
TX,2001,Severe Storm,0
TX,2001,Fire,1
TX,2001,Hurricane,0
TX,2001,Tornado,0
FL,2001,Flood,0
FL,2001,Severe Storm,1
FL,2001,Fire,1
FL,2001,Hurricane,0
FL,2001,Tornado,0
MI,2001,Flood,0
MI,2001,Severe Storm,1
MI,2001,Fire,0
MI,2001,Hurricane,0
MI,2001,Tornado,0
MN,2001,Flood,1
MN,2001,Severe Storm,0
MN,2001,Fire,1
MN,2001,Hurricane,0
MN,2001,Tornado,0
AZ,2001,Flood,0
AZ,2001,Severe Storm,1
AZ,2001,Fire,0
AZ,2001,Hurricane,0
AZ,2001,Tornado,0
TN,2001,Flood,0
TN,2001,Severe Storm,1
TN,2001,Fire,1
TN,2001,Hurricane,0
TN,2001,Tornado,0
KY,2001,Flood,0
KY,2001,Severe Storm,1
KY,2001,Fire,1
KY,2001,Hurricane,0
KY,2001,Tornado,0
HI,2001,Flood,0
HI,2001,Severe Storm,1
HI,2001,Fire,0
HI,2001,Hurricane,0
HI,2001,Tornado,0
OK,2001,Flood,0
OK,2001,Severe Storm,1
OK,2001,Fire,0
OK,2001,Hurricane,0
OK,2001,Tornado,0
MT,2001,Flood,0
MT,2001,Severe Storm,1
MT,2001,Fire,0
MT,2001,Hurricane,0
MT,2001,Tornado,0
WY,2001,Flood,0
WY,2001,Severe Storm,1
WY,2001,Fire,1
WY,2001,Hurricane,0
WY,2001,Tornado,0
AL,2001,Flood,0
AL,2001,Severe Storm,1
AL,2001,Fire,0
AL,2001,Hurricane,0
AL,2001,Tornado,0
ND,2001,Flood,1
ND,2001,Severe Storm,0
ND,2001,Fire,0
ND,2001,Hurricane,0
ND,2001,Tornado,1
VT,2001,Flood,0
VT,2001,Severe Storm,1
VT,2001,Fire,0
VT,2001,Hurricane,0
VT,2001,Tornado,0
MS,2001,Flood,0
MS,2001,Severe Storm,1
MS,2001,Fire,0
MS,2001,Hurricane,0
MS,2001,Tornado,0
AR,2001,Flood,0
AR,2001,Severe Storm,1
AR,2001,Fire,0
AR,2001,Hurricane,0
AR,2001,Tornado,0
MA,2001,Flood,0
MA,2001,Severe Storm,1
MA,2001,Fire,0
MA,2001,Hurricane,0
MA,2001,Tornado,0
KS,2001,Flood,0
KS,2001,Severe Storm,1
KS,2001,Fire,0
KS,2001,Hurricane,0
KS,2001,Tornado,0
IA,2001,Flood,0
IA,2001,Severe Storm,1
IA,2001,Fire,0
IA,2001,Hurricane,0
IA,2001,Tornado,0
IL,2001,Flood,1
IL,2001,Severe Storm,0
IL,2001,Fire,0
IL,2001,Hurricane,0
IL,2001,Tornado,0
WI,2001,Flood,1
WI,2001,Severe Storm,0
WI,2001,Fire,0
WI,2001,Hurricane,0
WI,2001,Tornado,0
NE,2001,Flood,0
NE,2001,Severe Storm,1
NE,2001,Fire,0
NE,2001,Hurricane,0
NE,2001,Tornado,0
ME,2001,Flood,0
ME,2001,Severe Storm,1
ME,2001,Fire,0
ME,2001,Hurricane,0
ME,2001,Tornado,0
SD,2001,Flood,1
SD,2001,Severe Storm,0
SD,2001,Fire,1
SD,2001,Hurricane,0
SD,2001,Tornado,0
CO,2001,Flood,0
CO,2001,Severe Storm,1
CO,2001,Fire,0
CO,2001,Hurricane,0
CO,2001,Tornado,0
GA,2001,Flood,0
GA,2001,Severe Storm,0
GA,2001,Fire,1
GA,2001,Hurricane,0
GA,2001,Tornado,0
NM,2001,Flood,0
NM,2001,Severe Storm,0
NM,2001,Fire,1
NM,2001,Hurricane,0
NM,2001,Tornado,0
WV,2001,Flood,0
WV,2001,Severe Storm,1
WV,2001,Fire,0
WV,2001,Hurricane,0
WV,2001,Tornado,0
PA,2001,Flood,0
PA,2001,Severe Storm,1
PA,2001,Fire,0
PA,2001,Hurricane,0
PA,2001,Tornado,0
AK,2001,Flood,0
AK,2001,Severe Storm,0
AK,2001,Fire,1
AK,2001,Hurricane,0
AK,2001,Tornado,0
NV,2001,Flood,0
NV,2001,Severe Storm,0
NV,2001,Fire,1
NV,2001,Hurricane,0
NV,2001,Tornado,0
VA,2001,Flood,0
VA,2001,Severe Storm,1
VA,2001,Fire,1
VA,2001,Hurricane,0
VA,2001,Tornado,0
WA,2001,Flood,0
WA,2001,Severe Storm,0
WA,2001,Fire,1
WA,2001,Hurricane,0
WA,2001,Tornado,0
OR,2001,Flood,0
OR,2001,Severe Storm,0
OR,2001,Fire,1
OR,2001,Hurricane,0
OR,2001,Tornado,0
UT,2001,Flood,0
UT,2001,Severe Storm,0
UT,2001,Fire,1
UT,2001,Hurricane,0
UT,2001,Tornado,0
OH,2001,Flood,0
OH,2001,Severe Storm,1
OH,2001,Fire,0
OH,2001,Hurricane,0
OH,2001,Tornado,0
NY,2001,Flood,0
NY,2001,Severe Storm,0
NY,2001,Fire,1
NY,2001,Hurricane,0
NY,2001,Tornado,0
NJ,2001,Flood,0
NJ,2001,Severe Storm,0
NJ,2001,Fire,1
NJ,2001,Hurricane,0
NJ,2001,Tornado,0
NE,2002,Flood,0
NE,2002,Severe Storm,1
NE,2002,Fire,0
NE,2002,Hurricane,0
NE,2002,Tornado,0
OK,2002,Flood,0
OK,2002,Severe Storm,1
OK,2002,Fire,0
OK,2002,Hurricane,0
OK,2002,Tornado,0
CO,2002,Flood,0
CO,2002,Severe Storm,0
CO,2002,Fire,1
CO,2002,Hurricane,0
CO,2002,Tornado,0
KY,2002,Flood,0
KY,2002,Severe Storm,1
KY,2002,Fire,1
KY,2002,Hurricane,0
KY,2002,Tornado,0
TN,2002,Flood,0
TN,2002,Severe Storm,1
TN,2002,Fire,1
TN,2002,Hurricane,0
TN,2002,Tornado,0
SC,2002,Flood,0
SC,2002,Severe Storm,0
SC,2002,Fire,1
SC,2002,Hurricane,0
SC,2002,Tornado,0
WV,2002,Flood,0
WV,2002,Severe Storm,1
WV,2002,Fire,1
WV,2002,Hurricane,0
WV,2002,Tornado,0
VA,2002,Flood,0
VA,2002,Severe Storm,1
VA,2002,Fire,1
VA,2002,Hurricane,0
VA,2002,Tornado,0
AL,2002,Flood,0
AL,2002,Severe Storm,1
AL,2002,Fire,1
AL,2002,Hurricane,0
AL,2002,Tornado,0
MS,2002,Flood,0
MS,2002,Severe Storm,1
MS,2002,Fire,0
MS,2002,Hurricane,0
MS,2002,Tornado,0
AR,2002,Flood,0
AR,2002,Severe Storm,1
AR,2002,Fire,0
AR,2002,Hurricane,0
AR,2002,Tornado,0
CA,2002,Flood,0
CA,2002,Severe Storm,0
CA,2002,Fire,1
CA,2002,Hurricane,0
CA,2002,Tornado,0
OR,2002,Flood,0
OR,2002,Severe Storm,1
OR,2002,Fire,1
OR,2002,Hurricane,0
OR,2002,Tornado,0
NM,2002,Flood,0
NM,2002,Severe Storm,0
NM,2002,Fire,1
NM,2002,Hurricane,0
NM,2002,Tornado,0
AZ,2002,Flood,0
AZ,2002,Severe Storm,0
AZ,2002,Fire,1
AZ,2002,Hurricane,0
AZ,2002,Tornado,0
MD,2002,Flood,0
MD,2002,Severe Storm,0
MD,2002,Fire,0
MD,2002,Hurricane,0
MD,2002,Tornado,1
MI,2002,Flood,1
MI,2002,Severe Storm,0
MI,2002,Fire,0
MI,2002,Hurricane,0
MI,2002,Tornado,0
MO,2002,Flood,0
MO,2002,Severe Storm,1
MO,2002,Fire,0
MO,2002,Hurricane,0
MO,2002,Tornado,0
IL,2002,Flood,0
IL,2002,Severe Storm,0
IL,2002,Fire,0
IL,2002,Hurricane,0
IL,2002,Tornado,1
MN,2002,Flood,0
MN,2002,Severe Storm,1
MN,2002,Fire,1
MN,2002,Hurricane,0
MN,2002,Tornado,0
NJ,2002,Flood,0
NJ,2002,Severe Storm,0
NJ,2002,Fire,1
NJ,2002,Hurricane,0
NJ,2002,Tornado,0
NV,2002,Flood,0
NV,2002,Severe Storm,0
NV,2002,Fire,1
NV,2002,Hurricane,0
NV,2002,Tornado,0
IN,2002,Flood,0
IN,2002,Severe Storm,1
IN,2002,Fire,0
IN,2002,Hurricane,0
IN,2002,Tornado,0
WY,2002,Flood,0
WY,2002,Severe Storm,0
WY,2002,Fire,1
WY,2002,Hurricane,0
WY,2002,Tornado,0
IA,2002,Flood,1
IA,2002,Severe Storm,0
IA,2002,Fire,0
IA,2002,Hurricane,0
IA,2002,Tornado,0
AK,2002,Flood,1
AK,2002,Severe Storm,0
AK,2002,Fire,0
AK,2002,Hurricane,0
AK,2002,Tornado,0
ND,2002,Flood,0
ND,2002,Severe Storm,1
ND,2002,Fire,1
ND,2002,Hurricane,0
ND,2002,Tornado,0
SD,2002,Flood,0
SD,2002,Severe Storm,0
SD,2002,Fire,1
SD,2002,Hurricane,0
SD,2002,Tornado,0
UT,2002,Flood,0
UT,2002,Severe Storm,0
UT,2002,Fire,1
UT,2002,Hurricane,0
UT,2002,Tornado,0
MT,2002,Flood,0
MT,2002,Severe Storm,1
MT,2002,Fire,0
MT,2002,Hurricane,0
MT,2002,Tornado,0
TX,2002,Flood,1
TX,2002,Severe Storm,0
TX,2002,Fire,0
TX,2002,Hurricane,0
TX,2002,Tornado,0
VT,2002,Flood,0
VT,2002,Severe Storm,1
VT,2002,Fire,0
VT,2002,Hurricane,0
VT,2002,Tornado,0
WI,2002,Flood,0
WI,2002,Severe Storm,1
WI,2002,Fire,0
WI,2002,Hurricane,0
WI,2002,Tornado,1
WA,2002,Flood,0
WA,2002,Severe Storm,0
WA,2002,Fire,1
WA,2002,Hurricane,0
WA,2002,Tornado,0
LA,2002,Flood,0
LA,2002,Severe Storm,0
LA,2002,Fire,0
LA,2002,Hurricane,1
LA,2002,Tornado,0
MS,2003,Flood,0
MS,2003,Severe Storm,1
MS,2003,Fire,0
MS,2003,Hurricane,1
MS,2003,Tornado,0
LA,2003,Flood,0
LA,2003,Severe Storm,0
LA,2003,Fire,0
LA,2003,Hurricane,1
LA,2003,Tornado,0
AL,2003,Flood,0
AL,2003,Severe Storm,1
AL,2003,Fire,0
AL,2003,Hurricane,1
AL,2003,Tornado,0
TX,2003,Flood,0
TX,2003,Severe Storm,1
TX,2003,Fire,0
TX,2003,Hurricane,1
TX,2003,Tornado,0
TN,2003,Flood,0
TN,2003,Severe Storm,1
TN,2003,Fire,0
TN,2003,Hurricane,0
TN,2003,Tornado,0
OH,2003,Flood,0
OH,2003,Severe Storm,1
OH,2003,Fire,0
OH,2003,Hurricane,0
OH,2003,Tornado,1
AK,2003,Flood,0
AK,2003,Severe Storm,1
AK,2003,Fire,0
AK,2003,Hurricane,0
AK,2003,Tornado,0
CA,2003,Flood,0
CA,2003,Severe Storm,0
CA,2003,Fire,1
CA,2003,Hurricane,0
CA,2003,Tornado,0
PA,2003,Flood,0
PA,2003,Severe Storm,1
PA,2003,Fire,0
PA,2003,Hurricane,0
PA,2003,Tornado,0
MD,2003,Flood,0
MD,2003,Severe Storm,1
MD,2003,Fire,0
MD,2003,Hurricane,1
MD,2003,Tornado,0
WV,2003,Flood,0
WV,2003,Severe Storm,1
WV,2003,Fire,0
WV,2003,Hurricane,1
WV,2003,Tornado,0
KY,2003,Flood,0
KY,2003,Severe Storm,1
KY,2003,Fire,0
KY,2003,Hurricane,0
KY,2003,Tornado,0
VA,2003,Flood,0
VA,2003,Severe Storm,1
VA,2003,Fire,0
VA,2003,Hurricane,1
VA,2003,Tornado,0
FL,2003,Flood,0
FL,2003,Severe Storm,1
FL,2003,Fire,0
FL,2003,Hurricane,0
FL,2003,Tornado,0
MO,2003,Flood,0
MO,2003,Severe Storm,1
MO,2003,Fire,0
MO,2003,Hurricane,0
MO,2003,Tornado,0
KS,2003,Flood,0
KS,2003,Severe Storm,1
KS,2003,Fire,0
KS,2003,Hurricane,0
KS,2003,Tornado,0
NM,2003,Flood,0
NM,2003,Severe Storm,0
NM,2003,Fire,1
NM,2003,Hurricane,0
NM,2003,Tornado,0
OK,2003,Flood,0
OK,2003,Severe Storm,1
OK,2003,Fire,1
OK,2003,Hurricane,0
OK,2003,Tornado,0
IL,2003,Flood,0
IL,2003,Severe Storm,1
IL,2003,Fire,0
IL,2003,Hurricane,0
IL,2003,Tornado,0
HI,2003,Flood,0
HI,2003,Severe Storm,0
HI,2003,Fire,1
HI,2003,Hurricane,0
HI,2003,Tornado,0
AR,2003,Flood,0
AR,2003,Severe Storm,1
AR,2003,Fire,0
AR,2003,Hurricane,0
AR,2003,Tornado,0
NV,2003,Flood,0
NV,2003,Severe Storm,0
NV,2003,Fire,1
NV,2003,Hurricane,0
NV,2003,Tornado,0
AZ,2003,Flood,0
AZ,2003,Severe Storm,0
AZ,2003,Fire,1
AZ,2003,Hurricane,0
AZ,2003,Tornado,0
IN,2003,Flood,0
IN,2003,Severe Storm,1
IN,2003,Fire,0
IN,2003,Hurricane,0
IN,2003,Tornado,0
WA,2003,Flood,0
WA,2003,Severe Storm,0
WA,2003,Fire,1
WA,2003,Hurricane,0
WA,2003,Tornado,0
UT,2003,Flood,0
UT,2003,Severe Storm,0
UT,2003,Fire,1
UT,2003,Hurricane,0
UT,2003,Tornado,0
NE,2003,Flood,0
NE,2003,Severe Storm,1
NE,2003,Fire,0
NE,2003,Hurricane,0
NE,2003,Tornado,0
MT,2003,Flood,0
MT,2003,Severe Storm,0
MT,2003,Fire,1
MT,2003,Hurricane,0
MT,2003,Tornado,0
CO,2003,Flood,0
CO,2003,Severe Storm,0
CO,2003,Fire,1
CO,2003,Hurricane,0
CO,2003,Tornado,0
ND,2003,Flood,0
ND,2003,Severe Storm,1
ND,2003,Fire,0
ND,2003,Hurricane,0
ND,2003,Tornado,0
OR,2003,Flood,0
OR,2003,Severe Storm,0
OR,2003,Fire,1
OR,2003,Hurricane,0
OR,2003,Tornado,0
NY,2003,Flood,0
NY,2003,Severe Storm,1
NY,2003,Fire,0
